ID,step,angle,time,nest_x,nest_y,nu.x,nu.y,se.mu.x,se.nu.x,se.mu.y,se.nu.y,speed,tod,dist2nest,x,y,hour
44067,277.876711046016,0.0161299990380127,22-07-01 03:39:21.999992,505925.125596706,5330513.00106142,775.644822026306,-865.968902389604,743.254330629832,4833.50224992189,743.254330629832,4833.50224992189,1162.55194715852,3.65,10447.4692542197,495487.284495806,5330064.57384298,3
44067,60.0015726887252,0.150405778423668,22-07-01 03:54:21.999992,505925.125596706,5330513.00106142,681.222504443051,-665.190744152781,315.372795275686,4943.69264821348,315.372795275686,4943.69264821348,952.125425910994,3.9,10270.3572572645,495675.537107297,5329860.18103291,3
44067,61.6055456922257,1.4325925742413,22-07-01 03:59:07.000008,505925.125596706,5330513.00106142,457.6397121672,-190.983455727894,0,4738.16916118452,0,4738.16916118452,495.891910111715,3.98333333333333,10226.1150954812,495722.340397504,5329822.63585012,3
44067,42.130390751118,0.363212767537958,22-07-01 04:09:21.999992,505925.125596706,5330513.00106142,199.15451986307,445.320084617341,246.389934859361,3856.8603811909,246.389934859361,3856.8603811909,487.824251698791,4.15,10178.6364827326,495767.141866668,5329864.92144602,4
44067,115.786328627782,-0.169535091874635,22-07-01 04:14:08.999992,505925.125596706,5330513.00106142,285.183495429183,503.110322426026,0,4511.65612608053,0,4511.65612608053,578.316196035376,4.23333333333333,10157.9600468163,495785.507584454,5329902.83806817,4
44067,112.209060736398,-0.0755836373464226,22-07-01 04:24:21.999992,505925.125596706,5330513.00106142,489.284249935765,619.98833163259,305.229421910798,3870.42478288882,305.229421910798,3870.42478288882,789.800359961786,4.4,10085.4923357751,495852.840195297,5329997.03357451,4
44067,237.556902563669,-0.0440974672961462,22-07-01 04:31:08.000008,505925.125596706,5330513.00106142,891.29928667274,1011.69131826764,0,4562.42030067376,0,4562.42030067376,1348.3077326343,4.51666666666667,10009.5611051596,495924.799342677,5330083.13092882,4
44067,275.299360789604,-0.037947660359154,22-07-01 04:39:21.999992,505925.125596706,5330513.00106142,1303.33866706314,1397.05813125578,320.582282729411,3839.87812306589,320.582282729411,3839.87812306589,1910.618513249,4.65,9843.38516988356,496085.030683239,5330258.51393671,4
44067,152.584825065044,-0.128215206738129,22-07-01 04:48:16,505925.125596706,5330513.00106142,1244.48196139424,1109.69879229927,0,4561.72390659496,0,4561.72390659496,1667.38320786378,4.8,9647.00613463,496278.29641782,5330454.57029057,4
44067,229.629516386831,-0.0387008511559565,22-07-01 04:54:21.999992,505925.125596706,5330513.00106142,1137.15184289325,812.854414335587,293.196180056971,3908.63646301367,293.196180056971,3908.63646301367,1397.80063410358,4.9,9526.76319736047,496398.429084026,5330548.64617138,4
